Name,Codename,Cores,Clock,Socket,Process,L3 Cache,TDP,Released
FX-4120,Zambezi,4,3.9 to 4.1 GHz,Socket AM3+,32 nm,8MB,95 W,"Oct 23rd, 2012"
FX-4150,Zambezi,4,3.8 to 4 GHz,Socket AM3+,32 nm,8MB,95 W,"Oct 23rd, 2012"
FX-4170,Zambezi,4,4.2 to 4.3 GHz,Socket AM3+,32 nm,8MB,125 W,"Feb 27th, 2012"
FX-4300,Vishera,4,3.8 to 4 GHz,Socket AM3+,32 nm,8MB,95 W,"Oct 23rd, 2012"
FX-4320,Vishera,4,4 to 4.2 GHz,Socket AM3+,32 nm,8MB,95 W,"Oct 23rd, 2012"
FX-6120,Zambezi,6,3.6 to 4.2 GHz,Socket AM3+,32 nm,8MB,95 W,"Oct 23rd, 2012"
FX-6130,Zambezi,6,3.6 to 3.9 GHz,Socket AM3+,32 nm,8MB,95 W,"Oct 23rd, 2012"
FX-6200,Zambezi,6,3.8 to 4.1 GHz,Socket AM3+,32 nm,8MB,125 W,"Feb 27th, 2012"
FX-6300,Vishera,6,3.5 to 4.1 GHz,Socket AM3+,32 nm,8MB,95 W,"Oct 23rd, 2012"
FX-8140,Zambezi,8,3.2 to 4.1 GHz,Socket AM3+,32 nm,8MB,95 W,"Oct 23rd, 2012"
FX-8170,Zambezi,8,3.9 to 4.5 GHz,Socket AM3+,32 nm,8MB,125 W,"Oct 23rd, 2012"
FX-8300,Vishera,8,3.3 to 3.9 GHz,Socket AM3+,32 nm,8MB,95 W,"Oct 23rd, 2012"
FX-8320,Vishera,8,3.5 to 4 GHz,Socket AM3+,32 nm,8MB,125 W,"Oct 23rd, 2012"
FX-8350,Vishera,8,4 to 4.2 GHz,Socket AM3+,32 nm,8MB,125 W,"Oct 23rd, 2012"
Opteron 3320 EE,Delhi,4,1.9 to 2.5 GHz,Socket AM3+,32 nm,8MB,25 W,"Dec 4th, 2012"
Opteron 3350 HE,Delhi,4,2.8 to 3.8 GHz,Socket AM3+,32 nm,8MB,45 W,"Dec 4th, 2012"
Opteron 3380,Delhi,8,2.6 to 3.6 GHz,Socket AM3+,32 nm,8MB,65 W,"Dec 4th, 2012"
Opteron 4310 EE,Seoul,4,2.2 to 3 GHz,Socket C32,32 nm,8MB,35 W,"Dec 4th, 2012"
Opteron 4332 HE,Seoul,6,3 to 3.7 GHz,Socket C32,32 nm,8MB,65 W,"Dec 4th, 2012"
Opteron 4334,Seoul,6,3.1 to 3.5 GHz,Socket C32,32 nm,8MB,95 W,"Dec 4th, 2012"
Opteron 4340,Seoul,6,3.5 to 3.8 GHz,Socket C32,32 nm,8MB,95 W,"Dec 4th, 2012"
Opteron 4376 HE,Seoul,8,2.6 to 3.6 GHz,Socket C32,32 nm,8MB,65 W,"Dec 4th, 2012"
Opteron 4386,Seoul,8,3.1 to 3.8 GHz,Socket C32,32 nm,8MB,95 W,"Dec 4th, 2012"
Opteron 43CX EE,Seoul,4,2.2 to 3 GHz,Socket C32,32 nm,8MB,35 W,"Dec 4th, 2012"
Opteron 43GK HE,Seoul,8,2.6 to 3.6 GHz,Socket C32,32 nm,8MB,65 W,"Dec 4th, 2012"
Opteron 6278,Interlagos,16,2.4 to 3.3 GHz,Socket G34,32 nm,8MB,115 W,"May 1st, 2012"
Opteron 6284 SE,Interlagos,16,2.7 to 3.4 GHz,Socket G34,32 nm,8MB,140 W,"May 1st, 2012"
Opteron 6348,Abu Dhabi,12,2.8 to 3.4 GHz,Socket G34,32 nm,8MB,115 W,"Nov 5th, 2012"
Opteron 6366 HE,Abu Dhabi,16,1.8 to 3.1 GHz,Socket G34,32 nm,8MB,85 W,"Nov 5th, 2012"
Opteron 6376,Abu Dhabi,16,2.3 to 3.2 GHz,Socket G34,32 nm,8MB,115 W,"Nov 5th, 2012"
Opteron 6378,Abu Dhabi,16,2.4 to 3.3 GHz,Socket G34,32 nm,8MB,115 W,"Nov 5th, 2012"
Opteron 6380,Abu Dhabi,16,2.5 to 3.4 GHz,Socket G34,32 nm,8MB,115 W,"Nov 5th, 2012"
Opteron 6386 SE,Abu Dhabi,16,2.8 to 3.5 GHz,Socket G34,32 nm,8MB,140 W,"Nov 5th, 2012"
Z-60,Hondo,2,1000 MHz,Socket FT1,40 nm,N/A,5 W,"Oct 9th, 2012"
A4-3300,Llano,2,2.5 GHz,Socket FM1,32 nm,N/A,65 W,"Sep 7th, 2011"
A4-3300M,Llano,2,1.9 to 2.5 GHz,Socket FS1,32 nm,N/A,35 W,"Jun 14th, 2011"
A4-3305M,Llano,2,1.9 to 2.5 GHz,Socket FS1,32 nm,N/A,35 W,"Jun 14th, 2011"
A4-3310MX,Llano,2,2.1 to 2.5 GHz,Socket FS1,32 nm,N/A,35 W,"Jun 14th, 2011"
A4-3320M,Llano,2,2 to 2.6 GHz,Socket FS1,32 nm,N/A,35 W,"Dec 20th, 2011"
A4-3330MX,Llano,2,2.2 to 2.6 GHz,Socket FS1,32 nm,N/A,45 W,"Dec 20th, 2011"
A4-3400,Llano,2,2.7 GHz,Socket FM1,32 nm,N/A,65 W,"Sep 7th, 2011"
A4-3420,Llano,2,2.8 GHz,Socket FM1,32 nm,N/A,65 W,"Dec 20th, 2011"
A6-3400M,Llano,4,1.4 to 2.3 GHz,Socket FS1,32 nm,N/A,35 W,"Jun 14th, 2011"
A6-3410MX,Llano,4,1.6 to 2.3 GHz,Socket FS1,32 nm,N/A,45 W,"Jun 14th, 2011"
A6-3420M,Llano,4,1.5 to 2.4 GHz,Socket FS1,32 nm,N/A,35 W,"Dec 20th, 2011"
A6-3430MX,Llano,4,1.7 to 2.4 GHz,Socket FS1,32 nm,N/A,45 W,"Dec 20th, 2011"
A6-3500,Llano,3,2.1 to 2.4 GHz,Socket FM1,32 nm,N/A,65 W,"Aug 17th, 2011"
A6-3600,Llano,4,2.1 to 2.4 GHz,Socket FM1,32 nm,N/A,65 W,"Jun 30th, 2011"
A6-3620,Llano,4,2.2 to 2.5 GHz,Socket FM1,32 nm,N/A,65 W,"Dec 20th, 2011"
A6-3650,Llano,4,2.6 GHz,Socket FM1,32 nm,N/A,100 W,"Jun 30th, 2011"
A6-3670K,Llano,4,2.7 GHz,Socket FM1,32 nm,N/A,100 W,"Dec 20th, 2011"
A8-3500M,Llano,4,1.5 to 2.4 GHz,Socket FS1,32 nm,N/A,35 W,"Jun 14th, 2011"
A8-3510MX,Llano,4,1.8 to 2.5 GHz,Socket FS1,32 nm,N/A,45 W,"Jun 14th, 2011"
A8-3520M,Llano,4,1.6 to 2.5 GHz,Socket FS1,32 nm,N/A,35 W,"Dec 20th, 2011"
A8-3530MX,Llano,4,1.9 to 2.6 GHz,Socket FS1,32 nm,N/A,45 W,"Jun 14th, 2011"
A8-3550MX,Llano,4,2 to 2.7 GHz,Socket FS1,32 nm,N/A,45 W,"Dec 20th, 2011"
A8-3800,Llano,4,2.4 to 2.7 GHz,Socket FM1,32 nm,N/A,65 W,"Jun 30th, 2011"
A8-3820,Llano,4,2.5 to 2.8 GHz,Socket FM1,32 nm,N/A,65 W,"Dec 20th, 2011"
A8-3850,Llano,4,2.9 GHz,Socket FM1,32 nm,N/A,100 W,"Jun 30th, 2011"
A8-3870K,Llano,4,3 GHz,Socket FM1,32 nm,N/A,100 W,"Dec 20th, 2011"
Athlon II X2 270,Regor,2,3.4 GHz,Socket AM3,45 nm,N/A,65 W,"Jul 1st, 2011"
Athlon II X3 425e,Rana,3,2.7 GHz,Socket AM3,45 nm,N/A,45 W,"May 3rd, 2011"
Athlon II X3 460,Rana,3,3.4 GHz,Socket AM3,45 nm,N/A,95 W,"May 3rd, 2011"
Athlon II X4 620e,Propus,4,2.6 GHz,Socket AM3,45 nm,N/A,45 W,"May 3rd, 2011"
Athlon II X4 631,Llano,4,2.6 GHz,Socket FM1,32 nm,N/A,100 W,"Aug 17th, 2011"
Athlon II X4 651,Llano,4,3 GHz,Socket FM1,32 nm,N/A,100 W,"Nov 14th, 2011"
Athlon II X4 651K,Llano,4,3 GHz,Socket FM1,32 nm,N/A,100 W,"Nov 14th, 2011"
C-30,Ontario,1,1200 MHz,Socket FT1,40 nm,N/A,9 W,"Jan 4th, 2011"
C-50,Ontario,2,1000 MHz,Socket FT1,40 nm,N/A,9 W,"Jan 4th, 2011"
C-60,Ontario,2,1000 to 1333 MHz,Socket FT1,40 nm,N/A,9 W,"Aug 22nd, 2011"
E-240,Zacate,1,1500 MHz,Socket FT1,40 nm,N/A,18 W,"Jan 4th, 2011"
E-300,Zacate,2,1300 MHz,Socket FT1,40 nm,N/A,18 W,"Aug 22nd, 2011"
E-350,Zacate,2,1600 MHz,Socket FT1,40 nm,N/A,18 W,"Jan 4th, 2011"
E-450,Zacate,2,1650 MHz,Socket FT1,40 nm,N/A,18 W,"Aug 22nd, 2011"
E2-3000M,Llano,2,1.8 to 2.4 GHz,Socket FS1,32 nm,N/A,35 W,"Dec 20th, 2011"
E2-3200,Llano,2,2.4 GHz,Socket FM1,32 nm,N/A,65 W,"Sep 7th, 2011"
FX-4100,Zambezi,4,3.6 to 3.9 GHz,Socket AM3+,32 nm,8MB,95 W,"Oct 12th, 2011"
FX-6100,Zambezi,6,3.3 to 3.9 GHz,Socket AM3+,32 nm,8MB,95 W,"Oct 12th, 2011"
FX-8100,Zambezi,8,2.8 to 3.7 GHz,Socket AM3+,32 nm,8MB,95 W,"Oct 12th, 2011"
FX-8120,Zambezi,8,3.1 to 4 GHz,Socket AM3+,32 nm,8MB,125 W,"Oct 12th, 2011"
FX-8150,Zambezi,8,3.6 to 4.2 GHz,Socket AM3+,32 nm,8MB,125 W,"Oct 12th, 2011"
Opteron 6262 HE,Interlagos,16,1.6 to 2.9 GHz,Socket G34,32 nm,16MB,85 W,"Nov 14th, 2011"
Opteron 6272,Interlagos,16,2.1 to 3 GHz,Socket G34,32 nm,16MB,115 W,"Nov 14th, 2011"
Opteron 6274,Interlagos,16,2.2 to 3.1 GHz,Socket G34,32 nm,16MB,115 W,"Nov 14th, 2011"
Opteron 6276,Interlagos,16,2.3 to 3.2 GHz,Socket G34,32 nm,8MB,115 W,"Nov 14th, 2011"
Opteron 6282 SE,Interlagos,16,2.6 to 3.3 GHz,Socket G34,32 nm,8MB,140 W,"Nov 14th, 2011"
Phenom II X4 650T,Zosma,4,2.7 to 3.2 GHz,Socket AM3,45 nm,4MB,95 W,"Jul 1st, 2011"
Phenom II X4 840,Propus,4,3.2 GHz,Socket AM3,45 nm,N/A,95 W,"Jan 4th, 2011"
Phenom II X4 850,Propus,4,3.3 GHz,Socket AM3,45 nm,N/A,95 W,"Jun 1st, 2011"
Phenom II X4 975 BE,Deneb,4,3.6 GHz,Socket AM3,45 nm,6MB,125 W,"Jan 4th, 2011"
Phenom II X4 980 BE,Deneb,4,3.7 GHz,Socket AM3,45 nm,6MB,125 W,"May 3rd, 2011"
Sempron 130,Sargas,1,2.6 GHz,Socket AM3,45 nm,N/A,45 W,"Aug 1st, 2011"
Z-01,Desna,2,1000 MHz,Socket FT1,40 nm,N/A,6 W,"Jun 1st, 2011"
Athlon II X2 210e,Regor,2,2.6 GHz,Socket AM3,45 nm,N/A,45 W,"Sep 21st, 2010"
Athlon II X2 220,Regor,2,2.8 GHz,Socket AM3,45 nm,N/A,65 W,"Sep 21st, 2010"
Athlon II X2 245e,Regor,2,2.9 GHz,Socket AM3,45 nm,N/A,45 W,"May 11th, 2010"
Athlon II X2 250e,Regor,2,3 GHz,Socket AM3,45 nm,N/A,45 W,"Sep 21st, 2010"
Athlon II X2 255,Regor,2,3.1 GHz,Socket AM3,45 nm,N/A,65 W,"Jan 25th, 2010"
Athlon II X2 260,Regor,2,3.2 GHz,Socket AM3,45 nm,N/A,65 W,"May 11th, 2010"
Athlon II X2 265,Regor,2,3.3 GHz,Socket AM3,45 nm,N/A,65 W,"Sep 21st, 2010"
Athlon II X2 270u,Regor,2,2000 MHz,Socket AM3,45 nm,N/A,25 W,"Sep 21st, 2010"
Athlon II X3 415e,Rana,3,2.5 GHz,Socket AM3,45 nm,N/A,45 W,"May 11th, 2010"
Athlon II X3 420e,Rana,3,2.6 GHz,Socket AM3,45 nm,N/A,45 W,"Sep 21st, 2010"
Athlon II X3 440,Rana,3,3 GHz,Socket AM3,45 nm,N/A,95 W,"Jan 25th, 2010"
Athlon II X3 445,Rana,3,3.1 GHz,Socket AM3,45 nm,N/A,95 W,"May 11th, 2010"
Athlon II X3 450,Rana,3,3.2 GHz,Socket AM3,45 nm,N/A,95 W,"Sep 21st, 2010"
Athlon II X3 455,Rana,3,3.3 GHz,Socket AM3,45 nm,N/A,95 W,"Dec 7th, 2010"
Athlon II X4 610e,Propus,4,2.4 GHz,Socket AM3,45 nm,N/A,45 W,"May 11th, 2010"
Athlon II X4 615e,Propus,4,2.5 GHz,Socket AM3,45 nm,N/A,45 W,"Sep 21st, 2010"
Athlon II X4 635,Propus,4,2.9 GHz,Socket AM3,45 nm,N/A,95 W,"Jan 25th, 2010"
Athlon II X4 640,Propus,4,3 GHz,Socket AM3,45 nm,N/A,95 W,"May 11th, 2010"
Athlon II X4 645,Propus,4,3.1 GHz,Socket AM3,45 nm,N/A,95 W,"Sep 21st, 2010"
Opteron 6168,Magny-Cours,12,1900 MHz,Socket G34,45 nm,12MB,115 W,"Mar 29th, 2010"
Phenom II X2 555 BE,Callisto,2,3.2 GHz,Socket AM3,45 nm,6MB,80 W,"Jan 25th, 2010"
Phenom II X2 560 BE,Callisto,2,3.3 GHz,Socket AM3,45 nm,6MB,80 W,"Sep 21st, 2010"
Phenom II X2 565 BE,Callisto,2,3.4 GHz,Socket AM3,45 nm,6MB,80 W,"Dec 7th, 2010"
Phenom II X2 570 BE,Callisto,2,3.5 GHz,Socket AM3,45 nm,6MB,80 W,"May 3rd, 2010"
Phenom II X2 B57,Callisto,2,3.2 GHz,Socket AM3,45 nm,6MB,80 W,"May 11th, 2010"
Phenom II X3 715 BE,Heka,3,2.8 GHz,Socket AM2+,45 nm,6MB,95 W,"Oct 1st, 2010"
Phenom II X3 720,Heka,3,2.8 GHz,Socket AM3,45 nm,6MB,95 W,"Jan 1st, 2010"
Phenom II X3 B77,Heka,3,3.2 GHz,Socket AM3,45 nm,6MB,95 W,"May 11th, 2010"
Phenom II X4 840T,Zosma,4,2.9 to 3.2 GHz,Socket AM3,45 nm,6MB,95 W,"Sep 1st, 2010"
Phenom II X4 910e,Deneb,4,2.6 GHz,Socket AM3,45 nm,6MB,65 W,"Jan 25th, 2010"
Phenom II X4 960T BE,Zosma,4,3 to 3.4 GHz,Socket AM3,45 nm,6MB,95 W,"Jun 1st, 2010"
Phenom II X4 970 BE,Zosma,4,3.5 GHz,Socket AM3,45 nm,6MB,125 W,"Oct 1st, 2010"
Phenom II X4 970 BE,Deneb,4,3.5 GHz,Socket AM3,45 nm,6MB,125 W,"Sep 21st, 2010"
Phenom II X4 B97,Deneb,4,3.2 GHz,Socket AM3,45 nm,6MB,95 W,"May 11th, 2010"
Phenom II X6 1035T,Thuban,6,2.6 to 3.1 GHz,Socket AM3,45 nm,6MB,95 W,"Apr 27th, 2010"
Phenom II X6 1045T,Thuban,6,2.7 to 3.2 GHz,Socket AM3,45 nm,6MB,95 W,"Sep 1st, 2010"
Phenom II X6 1055T (125W),Thuban,6,2.8 to 3.3 GHz,Socket AM3,45 nm,6MB,125 W,"Apr 27th, 2010"
Phenom II X6 1055T (95W),Thuban,6,2.8 to 3.3 GHz,Socket AM3,45 nm,6MB,95 W,"May 1st, 2010"
Phenom II X6 1065T,Thuban,6,2.9 to 3.4 GHz,Socket AM3,45 nm,6MB,125 W,"Dec 7th, 2010"
Phenom II X6 1075T,Thuban,6,3 to 3.5 GHz,Socket AM3,45 nm,6MB,125 W,"Sep 21st, 2010"
Phenom II X6 1090T BE,Thuban,6,3.2 to 3.6 GHz,Socket AM3,45 nm,6MB,125 W,"Apr 27th, 2010"
Phenom II X6 1100T BE,Thuban,6,3.3 to 3.7 GHz,Socket AM3,45 nm,6MB,125 W,"Dec 7th, 2010"
Sempron 145,Sargas,1,2.8 GHz,Socket AM3,45 nm,N/A,45 W,"Sep 1st, 2010"
Sempron 150,Sargas,1,2.9 GHz,Socket AM3,45 nm,N/A,45 W,"Dec 7th, 2010"
Sempron 180,Regor,2,2.4 GHz,Socket AM3,45 nm,N/A,45 W,"Sep 1st, 2010"
Athlon 64 2650e,Lima,1,1600 MHz,Socket AM2,65 nm,N/A,15 W,"Jan 1st, 2009"
Athlon 64 LE-1640,Orleans,1,2.6 GHz,Socket AM2,90 nm,N/A,45 W,"Jan 7th, 2009"
Athlon II X2 215,Regor,2,2.7 GHz,Socket AM3,45 nm,N/A,65 W,"Oct 20th, 2009"
Athlon II X2 235e,Regor,2,2.7 GHz,Socket AM3,45 nm,N/A,45 W,"Oct 20th, 2009"
Athlon II X2 240,Regor,2,2.8 GHz,Socket AM3,45 nm,N/A,65 W,"Jul 23rd, 2009"
Athlon II X2 240e,Regor,2,2.8 GHz,Socket AM3,45 nm,N/A,45 W,"Oct 20th, 2009"
Athlon II X2 245,Regor,2,2.9 GHz,Socket AM3,45 nm,N/A,65 W,"Jul 23rd, 2009"
Athlon II X2 250,Regor,2,3 GHz,Socket AM3,45 nm,N/A,65 W,"Jun 2nd, 2009"
Athlon II X2 250u,Regor,2,1600 MHz,Socket AM3,45 nm,N/A,25 W,"Oct 20th, 2009"
Athlon II X2 260u,Regor,2,1800 MHz,Socket AM3,45 nm,N/A,25 W,"Oct 20th, 2009"
Athlon II X3 400e,Rana,3,2.2 GHz,Socket AM3,45 nm,N/A,45 W,"Oct 20th, 2009"
Athlon II X3 405e,Rana,3,2.3 GHz,Socket AM3,45 nm,N/A,45 W,"Oct 20th, 2009"
Athlon II X3 425,Rana,3,2.7 GHz,Socket AM3,45 nm,N/A,95 W,"Oct 20th, 2009"
Athlon II X3 435,Rana,3,2.9 GHz,Socket AM3,45 nm,N/A,95 W,"Oct 9th, 2009"
Athlon II X4 600e,Propus,4,2.2 GHz,Socket AM3,45 nm,N/A,45 W,"Oct 20th, 2009"
Athlon II X4 605e,Propus,4,2.3 GHz,Socket AM3,45 nm,N/A,45 W,"Oct 20th, 2009"
Athlon II X4 620,Propus,4,2.6 GHz,Socket AM3,45 nm,N/A,95 W,"Sep 16th, 2009"
Athlon II X4 630,Propus,4,2.8 GHz,Socket AM3,45 nm,N/A,95 W,"Sep 16th, 2009"
Athlon X2 7850 BE,Kuma,2,2.8 GHz,Socket AM2+,65 nm,2MB,95 W,"Apr 28th, 2009"
Phenom II 42 TWKR Black Edition,Deneb,4,2000 MHz,Socket AM3,45 nm,6MB,125 W,"Jun 1st, 2009"
Phenom II X2 545,Callisto,2,3 GHz,Socket AM3,45 nm,6MB,80 W,"Jun 1st, 2009"
Phenom II X2 550,Callisto,2,3.1 GHz,Socket AM3,45 nm,6MB,80 W,"Nov 4th, 2009"
Phenom II X2 550 BE,Callisto,2,3.1 GHz,Socket AM3,45 nm,6MB,80 W,"Jun 1st, 2009"
Phenom II X2 B53,Callisto,2,2.8 GHz,Socket AM3,45 nm,6MB,80 W,"Oct 1st, 2009"
Phenom II X2 B55,Callisto,2,3 GHz,Socket AM3,45 nm,6MB,80 W,"Oct 1st, 2009"
Phenom II X3 700e,Heka,3,2.4 GHz,Socket AM3,45 nm,6MB,65 W,"Jun 2nd, 2009"
Phenom II X3 705e,Heka,3,2.5 GHz,Socket AM3,45 nm,6MB,65 W,"Jun 2nd, 2009"
Phenom II X3 710,Heka,3,2.6 GHz,Socket AM3,45 nm,6MB,95 W,"Feb 9th, 2009"
Phenom II X3 720 BE,Heka,3,2.8 GHz,Socket AM3,45 nm,6MB,95 W,"Feb 9th, 2009"
Phenom II X3 740 BE,Heka,3,3 GHz,Socket AM3,45 nm,6MB,95 W,"Sep 1st, 2009"
Phenom II X3 B73,Heka,3,2.8 GHz,Socket AM3,45 nm,6MB,95 W,"Oct 1st, 2009"
Phenom II X3 B75,Heka,3,3 GHz,Socket AM3,45 nm,6MB,95 W,"Oct 1st, 2009"
Phenom II X4 805,Deneb,4,2.5 GHz,Socket AM3,45 nm,4MB,95 W,"Feb 9th, 2009"
Phenom II X4 810,Deneb,4,2.6 GHz,Socket AM3,45 nm,4MB,95 W,"Feb 9th, 2009"
Phenom II X4 820,Deneb,4,2.8 GHz,Socket AM3,45 nm,4MB,95 W,"Sep 1st, 2009"
Phenom II X4 830,Deneb,4,2.8 GHz,Socket AM3,45 nm,4MB,95 W,"Sep 1st, 2009"
Phenom II X4 900e,Deneb,4,2.4 GHz,Socket AM3,45 nm,6MB,65 W,"Jun 2nd, 2009"
Phenom II X4 905e,Deneb,4,2.5 GHz,Socket AM3,45 nm,6MB,65 W,"Jun 2nd, 2009"
Phenom II X4 910,Deneb,4,2.6 GHz,Socket AM3,45 nm,6MB,95 W,"Feb 9th, 2009"
Phenom II X4 920,Deneb,4,2.8 GHz,Socket AM3,45 nm,6MB,125 W,"Jan 8th, 2009"
Phenom II X4 925,Deneb,4,2.8 GHz,Socket AM3,45 nm,6MB,95 W,"May 11th, 2009"
Phenom II X4 940 BE,Deneb,4,3 GHz,Socket AM3,45 nm,6MB,125 W,"Jan 8th, 2009"
Phenom II X4 945 (125W),Deneb,4,3 GHz,Socket AM3,45 nm,6MB,125 W,"Apr 23rd, 2009"
Phenom II X4 945 (95W),Deneb,4,3 GHz,Socket AM3,45 nm,6MB,95 W,"Jul 22nd, 2009"
Phenom II X4 955 (125W),Deneb,4,3.2 GHz,Socket AM3,45 nm,6MB,125 W,"Apr 1st, 2009"
Phenom II X4 955 (95W),Deneb,4,3.2 GHz,Socket AM3,45 nm,6MB,95 W,"Apr 1st, 2009"
Phenom II X4 955 BE,Deneb,4,3.2 GHz,Socket AM3,45 nm,6MB,125 W,"Apr 23rd, 2009"
Phenom II X4 965 BE (125W),Deneb,4,3.4 GHz,Socket AM3,45 nm,6MB,125 W,"Nov 7th, 2009"
Phenom II X4 965 BE (140W),Deneb,4,3.4 GHz,Socket AM3,45 nm,6MB,140 W,"Aug 13th, 2009"
Phenom II X4 B93,Deneb,4,2.8 GHz,Socket AM3,45 nm,6MB,95 W,"Oct 1st, 2009"
Phenom II X4 B95,Deneb,4,3 GHz,Socket AM3,45 nm,6MB,95 W,"Oct 1st, 2009"
Sempron 140,Sargas,1,2.7 GHz,Socket AM3,45 nm,N/A,45 W,"Jul 22nd, 2009"
Athlon 64 2000+,Lima,1,1000 MHz,Socket AM2,65 nm,N/A,8 W,"Jun 1st, 2008"
Athlon 64 2600+,Lima,1,1600 MHz,Socket AM2,65 nm,N/A,15 W,"Jan 1st, 2008"
Athlon 64 2850e,Lima,1,1800 MHz,Socket AM2,65 nm,N/A,22 W,"Aug 1st, 2008"
Athlon 64 3100+,Lima,1,2000 MHz,Socket AM2,65 nm,N/A,25 W,"Apr 21st, 2008"
Athlon 64 LE-1640,Lima,1,2.7 GHz,Socket AM2,65 nm,N/A,45 W,"Apr 1st, 2008"
Athlon 64 LE-1640B,Lima,1,2.7 GHz,Socket AM2,65 nm,N/A,45 W,"Apr 28th, 2008"
Athlon 64 LE-1660,Lima,1,2.8 GHz,Socket AM2,65 nm,N/A,45 W,"May 1st, 2008"
Athlon 64 X2 4600+,Brisbane,2,2.4 GHz,Socket AM2,65 nm,N/A,65 W,"Apr 22nd, 2008"
Athlon 64 X2 5400+,Brisbane,2,2.8 GHz,Socket AM2,65 nm,N/A,65 W,"Jan 1st, 2008"
Athlon 64 X2 5400+ BE,Brisbane,2,2.8 GHz,Socket AM2,65 nm,N/A,65 W,"Feb 1st, 2008"
Athlon 64 X2 5600+,Brisbane,2,2.9 GHz,Socket AM2,65 nm,N/A,65 W,"Feb 1st, 2008"
Athlon 64 X2 5800+,Brisbane,2,3 GHz,Socket AM2,65 nm,N/A,89 W,"Apr 1st, 2008"
Athlon X2 4050e,Brisbane,2,2.1 GHz,Socket AM2,65 nm,N/A,45 W,"Apr 21st, 2008"
Athlon X2 4450e,Brisbane,2,2.3 GHz,Socket AM2,65 nm,N/A,45 W,"Apr 21st, 2008"
Athlon X2 4850e,Brisbane,2,2.5 GHz,Socket AM2,65 nm,N/A,45 W,"Mar 5th, 2008"
Athlon X2 5050e,Brisbane,2,2.6 GHz,Socket AM2,65 nm,N/A,45 W,"Oct 21st, 2008"
Athlon X2 6500 BE,Kuma,2,2.3 GHz,Socket AM2+,65 nm,2MB,95 W,"Sep 8th, 2008"
Athlon X2 7450,Kuma,2,2.4 GHz,Socket AM2+,65 nm,2MB,95 W,"Dec 15th, 2008"
Athlon X2 7550,Kuma,2,2.5 GHz,Socket AM2+,65 nm,2MB,95 W,"Dec 15th, 2008"
Athlon X2 7750 BE,Kuma,2,2.7 GHz,Socket AM2+,65 nm,2MB,95 W,"Dec 15th, 2008"
Athlon X2 QL-60,Griffin,2,1900 MHz,Socket S1,65 nm,N/A,35 W,"Jun 1st, 2008"
Athlon X2 QL-62,Griffin,2,2000 MHz,Socket S1,65 nm,N/A,25 W,"Sep 1st, 2008"
Athlon X2 QL-64,Griffin,2,2.1 GHz,Socket S1,65 nm,N/A,35 W,"Dec 1st, 2008"
Athlon X2 QL-65,Griffin,2,2.1 GHz,Socket S1,65 nm,N/A,35 W,"Dec 1st, 2008"
Athlon X2 QL-67,Griffin,2,2.2 GHz,Socket S1,65 nm,N/A,35 W,"Dec 1st, 2008"
Opteron 2350 HE,Barcelona,4,2000 MHz,Socket Fr2,65 nm,2MB,79 W,"Oct 1st, 2008"
Phenom X3 8250e,Toliman,3,1900 MHz,Socket AM2+,65 nm,2MB,65 W,"Sep 8th, 2008"
Phenom X3 8400,Toliman,3,2.1 GHz,Socket AM2+,65 nm,2MB,95 W,"Mar 27th, 2008"
Phenom X3 8450,Toliman,3,2.1 GHz,Socket AM2+,65 nm,2MB,95 W,"Apr 23rd, 2008"
Phenom X3 8450e,Toliman,3,2.1 GHz,Socket AM2+,65 nm,2MB,65 W,"Sep 8th, 2008"
Phenom X3 8550,Toliman,3,2.2 GHz,Socket AM2+,65 nm,2MB,95 W,"Apr 23rd, 2008"
Phenom X3 8600,Toliman,3,2.3 GHz,Socket AM2+,65 nm,2MB,95 W,"Mar 27th, 2008"
Phenom X3 8650,Toliman,3,2.3 GHz,Socket AM2+,65 nm,2MB,95 W,"Apr 23rd, 2008"
Phenom X3 8750,Toliman,3,2.4 GHz,Socket AM2+,65 nm,2MB,95 W,"Apr 23rd, 2008"
Phenom X3 8750 BE,Toliman,3,2.4 GHz,Socket AM2+,65 nm,2MB,95 W,"Sep 8th, 2008"
Phenom X3 8850,Toliman,3,2.5 GHz,Socket AM2+,65 nm,2MB,95 W,"Oct 21st, 2008"
Phenom X4 9100e,Agena,4,1800 MHz,Socket AM2+,65 nm,2MB,65 W,"Mar 27th, 2008"
Phenom X4 9150e,Agena,4,1800 MHz,Socket AM2+,65 nm,2MB,65 W,"Jul 1st, 2008"
Phenom X4 9350e,Agena,4,2000 MHz,Socket AM2+,65 nm,2MB,65 W,"Jul 1st, 2008"
Phenom X4 9450e,Agena,4,2.1 GHz,Socket AM2+,65 nm,2MB,65 W,"Oct 1st, 2008"
Phenom X4 9550,Agena,4,2.2 GHz,Socket AM2+,65 nm,2MB,95 W,"Mar 27th, 2008"
Phenom X4 9600B,Agena,4,2.3 GHz,Socket AM2+,65 nm,2MB,95 W,"Apr 28th, 2008"
Phenom X4 9650,Agena,4,2.3 GHz,Socket AM2+,65 nm,2MB,95 W,"Mar 27th, 2008"
Phenom X4 9750 (125W),Agena,4,2.4 GHz,Socket AM2+,65 nm,2MB,125 W,"Mar 27th, 2008"
Phenom X4 9750 (95W),Agena,4,2.4 GHz,Socket AM2+,65 nm,2MB,95 W,"Mar 27th, 2008"
